source_id,source_subject,source_text,target_subject,target_text,target_mappings
665,Describe the process of desalination,"Boil salt water.
The water will turn into water vapor.
Collect the water vapor.
Allow the water vapor to cool.
The water vapor will turn into liquid water.
The salt will be separated from the water.",Describe the process of food processing,"Harvest an agricultural product.
Separate the product from the soil.
Clean the product of any debris.
Place the product in a machine.
The machine will separate the product into edible parts and inedible parts.
Collect the edible parts.","Salt water : agricultural product
Water vapor : product
Cool : separate
Liquid water : clean
Salt : debris
Edible parts : edible parts
Inedible parts : inedible parts"
665,Describe the process of desalination,"Boil salt water.
The water will turn into water vapor.
Collect the water vapor.
Allow the water vapor to cool.
The water vapor will turn into liquid water.
The salt will be separated from the water.",Describe the process of fractional distillation,"Heat crude oil.
The oil will turn into a vapor.
Capture the vapor.
Allow the vapor to cool.
The vapor will turn into a liquid.
The different components of the oil will be separated.","Salt water : crude oil
Water vapor : vapor
Liquid water : liquid
Salt : components of the oil"
665,Describe the process of desalination,"Boil salt water.
The water will turn into water vapor.
Collect the water vapor.
Allow the water vapor to cool.
The water vapor will turn into liquid water.
The salt will be separated from the water.",Describe the process of desalination,"Freeze salt water.
The water will turn into ice.
Collect the ice.
Allow the ice to thaw.
The ice will turn into liquid water.
The salt will be separated from the water.","Boil : Freeze
Water vapor : ice
Cool : thaw
Liquid water : liquid water"
666,Describe the process of desalination,"Water is heated.
The heated water evaporates.
The salt is left behind.
The evaporated water condenses on a cold surface.
The evaporated water is collected.
The process is repeated.
More salt is removed from the water.",Describe the process of gas separation,"A mixture of gases is passed through a membrane.
The membrane allows certain gas molecules to pass through,
while blocking others.
The desired gas molecules are collected from the other side of the membrane.
The process is repeated until the desired purity is achieved.","Water : mixture of gases
Heated : passed through a membrane
Salt : certain gas molecules
Evaporated water : desired gas molecules
Cold surface : other side of the membrane"
666,Describe the process of desalination,"Water is heated.
The heated water evaporates.
The salt is left behind.
The evaporated water condenses on a cold surface.
The evaporated water is collected.
The process is repeated.
More salt is removed from the water.",Describe the process of freeze distillation,"A substance is frozen.
The frozen substance is then subjected to vacuum pressure.
The frozen substance evaporates and the vacuum pressure helps to remove the unwanted components.
The evaporated substance is then condensed on a cold surface.
The condensed substance is collected and the process is repeated.
The unwanted components are removed from the substance.","Water : Substance
Heated : Frozen
Salt : Unwanted components
Evaporates : Evaporates
Condense : Condense"
666,Describe the process of desalination,"Water is heated.
The heated water evaporates.
The salt is left behind.
The evaporated water condenses on a cold surface.
The evaporated water is collected.
The process is repeated.
More salt is removed from the water.",Describe the process of air purification,"Air is heated.
The heated air evaporates.
The contaminants are left behind.
The evaporated air condenses on a cold surface.
The evaporated air is collected.
The process is repeated.
More contaminants are removed from the air.","water : air
salt : contaminants
desalination : air purification"
667,Describe the process of desalination,"Solution caves are formed in limestone and similar rocks by the action of water.
After a rain, water seeps into cracks and pores of soil and rock.
The water percolates beneath the land surface.
Some of the water reaches a zone where all the cracks and pores in the rock are already filled with water.
Rainwater absorbs some carbon dioxide as it passes through the atmosphere and even more as it drains through soil and decaying vegetation.
The water combines chemically with the carbon dioxide.
A weak carbonic acid solution is formed.
This acid slowly dissolves calcite, forms solution cavities, and excavates passageways.",How does desalination work?,"Desalination is a process that removes salt from seawater, making the water suitable for drinking and irrigation.
Saltwater enters a facility through intake pipes.
The saltwater passes through a filtering system that removes particles and organisms.
It is then pressurized and heated in order to separate the salt from the water.
The salty water is then pushed to the top of a membrane where the salt is filtered out.
The filtered, freshwater is then collected at the bottom of the membrane and sent to storage tanks.","Limestone and similar rocks : saltwater
Water seeps into cracks and pores : filtering system
Weak carbonic acid solution : pressurized and heated
Calcite : salt
Solution cavities and passageways : storage tanks"
667,Describe the process of desalination,"Solution caves are formed in limestone and similar rocks by the action of water.
After a rain, water seeps into cracks and pores of soil and rock.
The water percolates beneath the land surface.
Some of the water reaches a zone where all the cracks and pores in the rock are already filled with water.
Rainwater absorbs some carbon dioxide as it passes through the atmosphere and even more as it drains through soil and decaying vegetation.
The water combines chemically with the carbon dioxide.
A weak carbonic acid solution is formed.
This acid slowly dissolves calcite, forms solution cavities, and excavates passageways.",How does desalination work?,"Desalination is the process of removing dissolved salts from seawater or ocean water.
The process involves pumping the seawater or ocean water into a membrane filter.
The membrane filter then removes the dissolved salts and minerals from the water.
The membrane filter works by allowing the water molecules to pass through and trapping the larger salt and mineral molecules.
The membrane is then flushed to remove the trapped salts, and the purified water is collected for use.","limestone and similar rocks : seawater or ocean water
water seeps into cracks and pores of soil and rock : pumped into a membrane filter
carbon dioxide : dissolved salts and minerals
calcite : water molecules
solution cavities : trapped salts and minerals"
667,Describe the process of desalination,"Solution caves are formed in limestone and similar rocks by the action of water.
After a rain, water seeps into cracks and pores of soil and rock.
The water percolates beneath the land surface.
Some of the water reaches a zone where all the cracks and pores in the rock are already filled with water.
Rainwater absorbs some carbon dioxide as it passes through the atmosphere and even more as it drains through soil and decaying vegetation.
The water combines chemically with the carbon dioxide.
A weak carbonic acid solution is formed.
This acid slowly dissolves calcite, forms solution cavities, and excavates passageways.",How does desalination work?,"Desalination is the process of removing salt from seawater.
Saltwater is pumped into a facility and passed through a filter to remove particulate matter.
The filtered water is then sent to a reverse osmosis unit where it is pressurized and passed through a membrane that removes the salt and other dissolved solids.
The filtered water is then collected and stored for use. ","Limestone : seawater
Water : saltwater
Carbon dioxide : filter
Calcite : reverse osmosis unit
Solution cavities : membrane"
671,Describe the process of evaporation,"A liquid is heated from an external source.
The heat causes the molecules in the liquid to increase in energy.
As the molecules absorb more energy, they start to move faster.
As the molecules are moving faster they are increasing in temperature.
When the molecules reach a certain temperature, the boiling point, they change from liquid to gas state.
As the liquid molecules go into a gaseous state, they float out into the atmosphere.
When all the liquid has turned to gas, it has evaporated completely, leaving no liquid behind.",Describe the process of melting,"A solid is heated from an external source.
The heat causes the molecules in the solid to increase in energy.
As the molecules absorb more energy, they start to move faster.
As the molecules are moving faster, they are increasing in temperature.
When the molecules reach a certain temperature, the melting point, they change from solid to liquid state.
As the solid molecules go into a liquid state, they become liquid on the surface.
When all the solid has turned to liquid, it has melted completely, leaving no solid behind.","Liquid : solid
Boiling point : melting point
Gaseous state : liquid state"
671,Describe the process of evaporation,"A liquid is heated from an external source.
The heat causes the molecules in the liquid to increase in energy.
As the molecules absorb more energy, they start to move faster.
As the molecules are moving faster they are increasing in temperature.
When the molecules reach a certain temperature, the boiling point, they change from liquid to gas state.
As the liquid molecules go into a gaseous state, they float out into the atmosphere.
When all the liquid has turned to gas, it has evaporated completely, leaving no liquid behind.",Describe the process of melting,"A solid is heated from an external source.
The heat causes the molecules in the solid to increase in energy.
As the molecules absorb more energy, they start to vibrate faster.
As the molecules are vibrating faster they are increasing in temperature.
When the molecules reach a certain temperature, the melting point, they change from solid to liquid state.
As the solid molecules go into a liquid state, they flow out into the container.
When all the solid has turned to liquid, it has melted completely, leaving no solid behind.","Liquid : Solid
Boiling point : Melting point
Gaseous state : Liquid state"
